OTU ID,Control-0-1,Control-0-2,Control-0-3,Control-3-1,Control-3-2,Control-3-3,Control-7-1,Control-7-2,Control-7-3,Control-15-1,Control-15-2,Control-15-3,Control-21-1,Control-21-2,Control-21-3,Control-30-1,Control-30-2,Control-30-3,PGP41-0-1,PGP41-0-2,PGP41-0-3,PGP41-3-1,PGP41-3-2,PGP41-3-3,PGP41-7-1,PGP41-7-2,PGP41-7-3,PGP41-15-1,PGP41-15-2,PGP41-15-3,PGP41-21-1,PGP41-21-2,PGP41-21-3,PGP41-30-1,PGP41-30-2,PGP41-30-3,PGP5-0-1,PGP5-0-2,PGP5-0-3,PGP5-3-1,PGP5-3-2,PGP5-3-3,PGP5-7-1,PGP5-7-2,PGP5-7-3,PGP5-15-1,PGP5-15-2,PGP5-15-3,PGP5-21-1,PGP5-21-2,PGP5-21-3,PGP5-30-1,PGP5-30-2,PGP5-30-3,taxonomy
OTU2166,1,0,0,0,2,1,0,2,0,0,4,1,4,4,0,2,0,2,1,0,0,2,0,1,1,0,1,0,0,0,1,2,0,2,4,2,0,0,1,0,1,0,0,2,0,0,0,0,1,1,1,2,4,2,d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__Actinoplanes
OTU2167,0,0,1,1,0,1,2,1,2,3,1,0,3,0,1,0,3,0,1,1,1,0,0,1,3,1,2,1,1,1,3,1,2,1,0,0,0,0,0,1,0,0,4,3,4,2,2,8,1,1,4,0,1,1,d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__norank; g__norank; s__uncultured bacterium
OTU2168,0,0,0,0,0,2,3,1,0,1,1,0,1,0,2,1,4,1,0,1,0,1,0,0,0,1,0,0,2,2,1,0,0,0,5,3,0,2,0,0,0,1,2,0,1,0,0,1,4,3,0,0,2,3,d__Bacteria; p__Acidobacteria; c__Subgroup 6; o__norank; f__norank; g__norank; s__uncultured Acidobacteria bacterium
OTU2169,2,1,3,1,1,0,0,0,0,1,1,0,0,0,0,1,2,2,1,4,6,0,0,1,2,0,1,1,0,1,0,0,1,0,0,0,5,3,2,0,0,1,0,0,0,1,4,1,0,2,0,4,0,0,d__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__uncultured; g__norank
OTU2170,0,1,2,1,0,0,0,1,0,1,5,0,0,0,1,2,4,4,1,2,2,0,0,1,0,1,1,1,3,0,0,1,0,1,1,1,0,0,1,0,0,2,1,0,0,1,0,0,3,1,1,3,1,0,d__Bacteria; p__Acidobacteria; c__Blastocatellia (Subgroup 4); o__11-24; f__norank; g__norank; s__uncultured Acidobacteria bacterium
OTU2171,2,2,1,1,0,2,1,1,1,1,1,1,0,0,0,2,2,1,1,0,1,1,2,1,2,1,1,3,2,1,4,0,0,2,0,0,0,0,1,1,1,1,1,0,1,3,2,2,0,0,1,2,2,2,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Lautropia; s__uncultured bacterium
OTU2172,1,0,1,0,0,0,0,2,0,0,3,0,1,0,1,0,9,2,0,0,1,2,0,0,0,2,0,1,1,0,0,0,0,5,2,1,1,1,0,0,2,1,1,0,1,0,2,0,2,1,1,2,1,2,d__Bacteria; p__Acidobacteria; c__Blastocatellia (Subgroup 4); o__Blastocatellales; f__Blastocatellaceae; g__JGI 0001001-H03; s__uncultured bacterium
OTU2173,0,0,1,1,1,1,1,0,2,3,1,1,1,2,3,4,0,2,1,0,1,2,0,1,2,0,2,2,2,2,2,1,1,2,2,0,0,1,2,3,0,3,1,0,1,0,4,1,1,1,2,1,2,0,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__norank
OTU2174,1,0,1,3,1,5,1,0,3,1,1,1,0,0,2,5,1,1,0,0,3,2,2,1,0,0,1,0,1,0,0,0,0,4,0,2,1,0,0,6,0,1,0,2,1,1,0,1,2,1,0,1,1,1,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonaceae; g__Methylobacter; s__Methylobacter luteus IMV-B-3098
OTU2175,0,0,0,1,1,3,1,1,3,4,1,1,1,1,1,2,1,1,2,0,0,0,0,0,1,0,1,1,1,3,4,0,0,2,1,1,0,0,1,0,2,0,0,1,1,1,2,0,0,0,0,2,1,0,d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Thermomicrobiales; f__JG30-KF-CM45; g__norank; s__uncultured bacterium
OTU2176,2,3,1,1,0,0,0,2,0,1,0,2,0,0,0,3,3,0,0,6,6,0,1,1,0,0,0,0,3,1,1,0,1,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,d__Bacteria; p__Acidobacteria; c__Subgroup 18; o__norank; f__norank; g__norank; s__uncultured bacterium
OTU2177,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,4,2,2,3,1,3,3,1,2,0,2,0,1,2,0,2,2,0,1,1,2,0,1,0,0,0,0,1,1,1,0,2,0,0,0,3,0,3,2,d__Bacteria; p__Chloroflexi; c__TK10; o__norank; f__norank; g__norank; s__uncultured bacterium
OTU2178,4,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidetes vadinHA17; g__norank; s__uncultured bacterium
OTU2179,3,1,2,1,0,1,2,2,0,0,1,0,3,0,0,2,2,1,0,1,2,0,0,3,4,2,1,1,0,2,1,0,1,1,1,1,1,2,2,0,0,4,3,1,0,2,2,0,2,1,0,1,2,3,d__Bacteria; p__Acidobacteria; c__Subgroup 6; o__norank; f__norank; g__norank; s__uncultured Acidobacteria bacterium
OTU2180,3,0,4,0,0,0,3,0,1,0,1,0,0,0,0,2,1,0,0,0,0,2,2,0,0,1,1,1,2,0,1,0,4,2,1,0,2,3,2,1,2,2,0,2,0,2,0,0,0,2,2,0,2,0,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__norank; g__norank; s__uncultured bacterium
OTU2181,0,0,0,2,3,1,0,0,2,0,1,1,2,2,1,0,2,0,0,0,1,1,1,0,1,1,1,3,2,0,1,0,1,1,1,4,0,1,0,1,0,0,0,0,3,1,1,1,1,1,2,1,0,0,d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Streptosporangiales; f__Streptosporangiaceae; g__Nonomuraea
OTU2182,0,3,1,1,1,2,0,2,0,2,1,0,2,3,0,2,1,0,1,2,0,0,0,1,0,2,2,2,1,1,1,0,2,2,1,2,2,2,2,2,0,2,0,0,2,1,1,1,1,0,1,0,0,1,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__bacteriap25; g__norank; s__uncultured bacterium
OTU2183,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__ADurb.Bin063-1
OTU2184,5,4,6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,3,6,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,d__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured; s__uncultured bacterium
OTU2185,10,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Latescibacteria; c__norank; o__norank; f__norank; g__norank; s__uncultured bacterium
OTU2186,1,0,0,1,1,1,1,1,1,2,0,2,0,3,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,2,3,4,2,1,2,5,0,1,1,0,2,0,1,1,0,0,2,1,0,1,0,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__RBG-13-54-9; f__norank; g__norank; s__uncultured bacterium
OTU2187,1,0,0,1,1,3,0,1,0,3,0,2,1,1,4,2,2,2,1,0,0,2,1,1,0,1,2,1,2,1,1,5,0,3,1,4,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Pedomicrobium; s__uncultured bacterium
OTU2188,0,0,1,0,0,1,1,2,0,1,1,0,1,1,1,2,2,3,1,4,0,0,0,2,2,0,1,0,2,0,0,2,1,1,2,0,1,2,1,0,0,0,0,1,2,3,1,0,0,1,0,7,4,2,d__Bacteria; p__Acidobacteria; c__Blastocatellia (Subgroup 4); o__Pyrinomonadales; f__Pyrinomonadaceae; g__RB41; s__uncultured bacterium
OTU2189,1,1,0,2,0,1,1,1,0,1,1,1,0,0,0,2,2,0,1,1,0,0,1,3,1,0,1,0,1,1,2,0,0,4,1,1,2,2,8,0,0,2,0,0,2,1,0,1,0,0,0,7,0,0,d__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__ADurb.Bin063-1
OTU2190,3,3,3,1,1,0,3,1,1,0,1,0,3,1,0,0,0,0,2,0,2,1,0,0,2,0,1,2,0,0,4,1,2,1,0,0,0,1,0,1,1,1,2,0,2,1,2,1,0,0,1,1,2,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Cupriavidus; s__Ralstonia pickettii DTP0602
OTU2191,0,0,0,0,0,0,1,1,1,2,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,2,0,2,1,4,6,2,2,0,0,0,0,0,1,0,0,1,1,2,1,3,1,0,2,3,1,0,0,3,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__0319-6G20; g__norank; s__uncultured bacterium
OTU2192,0,1,0,0,5,0,1,0,1,2,2,1,2,2,1,2,2,1,0,1,0,0,1,1,2,1,0,4,0,1,1,7,2,2,0,0,3,1,4,1,0,1,1,0,0,0,0,2,0,0,0,0,1,1,d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__uncultured
OTU2193,0,1,0,0,5,1,0,2,2,0,2,2,1,2,3,1,0,2,0,0,0,0,2,1,3,2,1,2,1,1,2,0,1,0,4,1,0,0,1,1,3,0,0,0,3,0,0,0,0,0,2,0,0,2,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Ammoniphilus; s__uncultured bacterium
OTU2194,2,5,3,1,2,0,0,1,0,0,1,0,0,1,1,1,1,0,4,1,3,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,4,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,3,0,d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__Desulfurispora
OTU2195,1,1,0,0,0,0,0,1,0,1,2,0,0,1,1,1,3,3,0,2,3,0,1,1,0,0,0,1,2,1,0,2,0,2,1,0,4,2,3,0,0,0,2,2,0,1,1,1,1,1,0,4,6,2,d__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Pedosphaerales; f__Pedosphaeraceae; g__norank; s__uncultured bacterium
OTU2196,1,0,0,2,4,0,1,2,1,0,3,3,4,1,1,2,0,1,0,0,0,2,1,2,0,0,0,2,3,1,1,0,1,0,0,2,0,1,0,3,2,0,0,1,2,0,1,0,1,1,2,2,2,3,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Elsterales; f__uncultured; g__norank; s__uncultured bacterium
OTU2197,1,1,0,2,0,2,1,1,2,1,0,1,1,0,1,1,0,1,0,0,0,2,2,0,0,1,0,2,1,6,1,1,1,1,1,2,0,1,1,2,1,0,0,0,0,2,0,2,2,0,1,2,0,2,d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae 1; g__Clostridium sensu stricto 3; s__uncultured bacterium
OTU2198,2,3,0,0,0,0,1,0,0,4,0,2,1,1,0,0,1,1,1,1,2,0,0,1,0,0,0,5,2,3,2,0,2,3,0,1,3,0,0,0,2,1,2,0,1,0,0,3,0,1,2,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Arenimonas; s__uncultured bacterium
OTU2199,0,2,1,0,1,0,2,3,4,1,0,0,1,2,1,2,2,3,0,0,0,1,1,1,3,1,0,0,1,1,0,2,2,2,1,2,0,0,1,1,1,0,5,2,1,0,2,4,0,0,1,2,0,2,d__Bacteria; p__Gemmatimonadetes; c__Longimicrobia; o__Longimicrobiales; f__Longimicrobiaceae; g__norank; s__uncultured bacterium
OTU2200,0,2,2,0,2,0,0,1,1,2,0,2,3,2,2,0,2,0,2,2,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,1,2,3,0,1,0,0,0,1,0,2,0,1,1,0,1,1,0,0,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__uncultured bacterium
OTU2201,0,0,1,1,1,2,1,2,2,1,4,1,0,1,1,2,0,1,1,2,0,2,2,1,1,0,0,1,0,0,0,0,0,1,1,1,0,4,1,0,1,2,2,0,4,1,1,2,1,1,0,1,1,1,d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Thermomicrobiales; f__JG30-KF-CM45; g__norank; s__uncultured bacterium
OTU2202,5,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Rhodocyclaceae; g__uncultured; s__uncultured bacterium
OTU2203,0,0,0,1,2,1,0,1,0,1,0,1,0,2,1,2,3,3,1,1,1,2,1,2,0,2,2,0,0,1,0,0,0,3,1,2,2,0,0,0,1,0,1,2,2,0,0,1,0,0,0,2,1,4,d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__uncultured; g__norank; s__uncultured bacterium
OTU2204,1,1,1,1,0,1,0,0,0,3,0,2,1,1,0,2,0,4,2,1,0,1,1,0,0,2,7,0,2,2,3,2,0,0,3,0,1,2,0,1,0,0,2,1,1,0,2,0,4,0,0,1,1,2,d__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__C0119; f__norank; g__norank; s__uncultured bacterium
OTU2205,0,1,0,0,1,0,3,1,3,5,1,1,2,3,0,0,0,0,1,0,0,2,0,1,1,1,2,0,0,0,2,1,2,2,2,1,1,1,1,3,1,0,2,1,1,2,0,0,1,0,0,0,1,0,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27 clade; s__uncultured bacterium
OTU2206,2,11,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,6,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Rhodocyclaceae; g__Sulfuritalea; s__uncultured bacterium
OTU2207,1,1,2,0,1,0,0,0,2,3,1,0,0,4,0,2,0,0,5,1,3,0,0,0,0,2,0,1,0,0,0,0,1,1,1,1,0,2,4,1,0,0,1,0,0,0,2,0,1,1,0,0,4,1,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__R7C24; f__norank; g__norank; s__uncultured bacterium
OTU2208,0,2,0,2,1,2,0,0,0,2,1,1,0,0,0,0,3,2,0,0,0,0,2,2,0,1,1,0,1,2,1,3,1,1,2,0,0,0,0,0,2,1,0,3,2,0,2,1,0,0,1,0,1,3,d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__uncultured bacterium
OTU2209,0,1,2,2,1,1,1,2,0,0,1,0,2,0,4,0,1,1,0,2,1,2,2,2,2,1,0,5,5,0,0,1,1,0,1,5,0,1,0,0,1,1,0,1,0,0,0,2,2,3,0,2,1,0,d__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__uncultured; f__norank; g__norank; s__metagenome
OTU2210,0,0,0,2,0,0,2,0,1,0,0,1,1,1,0,1,2,4,0,0,1,2,1,0,1,0,0,5,3,2,1,2,1,0,2,2,1,1,1,3,1,0,1,2,1,1,1,1,2,2,0,2,2,2,d__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Solibacterales; f__Solibacteraceae (Subgroup 3); g__Bryobacter; s__uncultured Acidobacteria bacterium
OTU2211,0,0,0,0,0,0,1,1,0,0,2,2,1,1,3,4,1,8,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,2,7,1,4,8,0,1,1,1,1,2,d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__norank; g__norank; s__uncultured bacterium
OTU2212,1,4,3,0,1,1,0,0,0,0,0,1,0,2,0,1,0,1,3,1,0,0,2,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,2,1,2,2,1,1,2,0,0,0,1,3,3,d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__uncultured; s__uncultured bacterium
OTU2213,3,1,0,1,0,0,1,2,1,4,1,0,0,0,1,1,1,0,0,1,0,2,0,2,2,1,0,0,0,2,3,0,0,0,0,0,0,7,10,0,0,0,0,3,3,0,2,3,0,0,0,1,1,0,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__RBG-13-54-9; f__norank; g__norank
OTU2214,2,1,6,1,3,1,1,0,1,1,1,1,1,0,2,0,1,0,2,0,0,2,5,1,2,0,2,1,0,0,0,2,0,1,1,0,1,4,1,0,0,2,2,2,1,0,0,0,0,1,0,0,0,0,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__norank; s__uncultured bacterium
OTU2215,0,2,2,0,0,1,1,1,0,0,1,3,1,1,1,0,3,0,1,4,2,1,0,1,2,1,1,2,0,2,1,0,1,3,0,0,1,1,0,0,0,1,3,0,0,1,1,3,1,1,1,2,1,5,d__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__C0119; f__norank; g__norank; s__uncultured bacterium
OTU2216,6,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Spirochaetes; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__uncultured; s__uncultured bacterium
OTU2217,0,0,0,0,1,5,1,1,0,0,6,1,1,0,1,2,3,3,0,0,0,0,1,2,2,0,0,1,4,3,0,0,0,6,1,1,1,0,1,0,0,4,2,1,0,1,0,1,1,0,0,0,3,2,d__Bacteria; p__Acidobacteria; c__Subgroup 6; o__norank; f__norank; g__norank; s__uncultured bacterium
OTU2218,0,1,1,1,1,3,2,0,0,0,1,0,0,1,1,0,1,0,2,0,0,0,0,0,0,2,0,3,2,0,1,1,0,0,1,1,2,3,3,0,0,1,4,0,2,2,2,1,4,1,1,3,1,1,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__norank; s__uncultured bacterium
OTU2219,0,0,0,1,2,1,0,2,1,2,0,0,0,0,0,3,1,0,0,1,0,4,2,3,0,0,2,2,1,1,5,0,0,1,1,5,2,1,1,0,2,0,1,0,3,1,2,0,1,1,1,0,0,1,d__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__uncultured; s__uncultured bacterium
OTU2220,1,3,1,0,0,0,0,2,2,1,2,1,2,0,1,0,0,0,1,1,0,0,1,0,2,1,2,1,0,0,1,0,0,4,2,0,4,0,2,1,1,3,1,0,5,1,2,1,1,2,0,1,1,0,d__Bacteria; p__Rokubacteria; c__NC10; o__Rokubacteriales; f__norank; g__norank; s__uncultured bacterium
OTU2221,0,0,0,1,0,2,3,2,2,1,0,0,0,1,2,4,0,0,0,0,1,2,2,3,3,1,1,2,0,3,1,1,0,0,0,2,1,1,0,3,1,3,1,1,3,0,0,1,1,2,2,1,2,1,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Fictibacillus
OTU2222,1,0,0,2,1,3,0,0,1,0,0,0,2,0,2,0,1,0,0,1,1,1,0,0,1,1,0,0,1,2,2,3,1,2,4,10,1,0,4,2,0,2,0,0,3,0,2,1,2,2,1,2,1,0,d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Gracilibacteraceae; g__Lutispora; s__uncultured bacterium
OTU2223,0,0,0,0,5,2,0,0,1,2,3,0,1,0,1,2,0,5,0,0,0,2,1,0,0,1,0,2,0,0,1,2,3,1,0,2,1,4,1,1,0,0,2,0,0,0,0,2,0,0,0,0,0,3,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Thermoactinomycetaceae; g__Baia
OTU2224,6,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Gallionellaceae; g__Gallionella; s__uncultured bacterium
OTU2225,2,4,1,0,1,0,0,0,3,0,1,3,0,1,2,0,0,0,3,1,1,1,1,0,2,0,0,1,0,0,1,2,1,1,1,1,1,1,1,0,2,4,0,0,1,0,0,2,0,0,2,1,2,2,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Acidiferrobacterales; f__Acidiferrobacteraceae; g__Sulfurifustis; s__uncultured proteobacterium
OTU2226,2,2,0,2,1,0,1,0,0,1,1,1,3,1,1,2,1,1,1,3,2,0,0,2,1,0,0,1,2,0,1,0,2,1,0,0,1,1,0,0,0,0,1,3,0,0,4,2,2,1,3,4,3,0,d__Bacteria; p__Acidobacteria; c__Subgroup 25; o__norank; f__norank; g__norank; s__uncultured bacterium
OTU2227,0,0,0,5,2,3,0,9,2,0,0,2,2,2,1,1,0,0,0,0,1,1,2,0,3,4,1,1,1,0,2,0,1,0,1,1,0,0,0,3,4,0,1,2,0,2,1,0,0,1,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Burkholderiaceae; g__Noviherbaspirillum; s__uncultured bacterium
OTU2228,4,1,1,0,0,1,2,0,0,0,0,0,1,0,1,1,6,1,0,1,0,1,0,4,0,0,1,0,0,0,4,0,0,2,1,0,2,3,1,0,1,1,1,0,1,2,0,1,1,0,1,0,0,0,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Anaerolinea
OTU2229,5,3,3,1,1,1,0,2,1,0,0,3,2,3,1,0,0,1,0,1,1,1,0,1,1,1,2,0,0,1,0,0,2,1,1,1,0,2,0,0,2,1,0,0,2,3,2,0,0,0,0,1,0,0,d__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Parviterribacter; s__uncultured bacterium
OTU2230,0,0,1,1,1,0,1,1,0,3,0,2,3,1,1,3,2,2,1,0,0,0,1,0,0,3,2,3,0,0,0,2,2,1,0,3,2,1,0,1,1,4,2,0,1,2,2,0,1,3,3,0,0,1,d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__uncultured; s__uncultured bacterium
OTU2231,2,1,0,1,0,1,2,3,0,1,2,0,1,0,0,0,1,0,0,0,1,1,0,1,0,6,0,0,0,2,0,0,1,1,2,0,0,1,1,0,0,3,2,1,0,1,2,3,0,2,3,0,4,4,d__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__WD2101 soil group; g__norank; s__uncultured bacterium
OTU2232,1,2,1,0,0,0,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,1,0,0,0,4,1,3,0,5,0,0,2,7,4,0,0,0,1,1,2,0,0,4,0,0,0,0,1,4,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured
OTU2233,1,1,0,1,4,0,1,2,0,1,2,0,0,1,2,1,0,1,1,0,0,0,1,0,0,0,1,2,1,1,0,1,1,4,2,3,1,1,1,1,0,1,0,0,1,5,0,1,2,1,0,1,0,1,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__norank; g__norank; s__uncultured bacterium
OTU2234,2,3,4,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,3,2,0,2,0,0,1,0,1,0,0,0,1,1,2,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__uncultured bacterium
OTU2235,0,0,0,1,1,0,2,0,2,1,0,0,2,2,2,2,0,1,0,0,0,0,2,0,2,1,1,0,1,2,3,3,1,1,1,2,1,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerobacterium
OTU2236,0,0,1,3,0,1,3,1,0,3,2,2,2,1,2,0,3,2,0,2,0,0,1,1,0,0,0,1,1,0,2,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,2,0,2,0,2,0,2,d__Bacteria; p__Chloroflexi; c__JG30-KF-CM66; o__norank; f__norank; g__norank; s__uncultured bacterium
OTU2237,3,5,4,0,0,3,0,0,0,1,1,2,0,0,0,0,0,1,7,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,1,1,0,1,1,1,0,1,0,1,0,0,2,2,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Betaproteobacteriales; f__Nitrosomonadaceae; g__MND1; s__uncultured bacterium
OTU2238,1,1,0,0,1,3,2,0,1,3,0,0,2,1,2,1,2,3,0,0,0,0,2,1,1,0,1,0,2,0,0,2,0,3,4,2,0,0,0,0,2,0,0,3,3,1,1,1,1,0,0,1,1,1,d__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Polyangiaceae; g__Minicystis; s__Minicystis rosea
OTU2239,5,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidetes vadinHA17; g__norank; s__uncultured bacterium
OTU2240,0,1,1,0,1,0,3,2,1,0,1,1,2,1,3,1,1,1,0,0,2,1,2,1,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,2,0,0,2,0,0,3,0,1,2,1,3,1,4,3,d__Bacteria; p__Acidobacteria; c__Holophagae; o__Subgroup 7; f__norank; g__norank; s__uncultured bacterium
